what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328235853
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352328236361
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352328237376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328238047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328244202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328244254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328249077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328252716
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1352328252931
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1352328253379
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1352328253768
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328260144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328262308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328275580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328277636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328288253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328290376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328300667
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1352328301685
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1352328302492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328317106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328336243
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1352328339213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328342054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328356003
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328357667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328358096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328369072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328393420
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328396291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328398245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328402687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328404500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328405617
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1352328406827
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328414241
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352328420812
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352328422921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328423551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328424379
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1352328424528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328427799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328438068
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328438115
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1352328449897
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328452180
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352328454424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328456477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352328459383
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352328464190
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352328465480
