what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795094470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795105927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795109424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795110677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795119181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795127909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795133604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795154515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.aboutAction",1335795154530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795155615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795451447
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1335795460436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795460819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795465675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795466377
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795470076
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335795477088
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335795478486
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335795479056
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335795480930
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795483245
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335795485997
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1335795487857
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1335795490241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795491680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795495527
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795495614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795507581
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1335795508773
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795508947
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1335795509349
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795510493
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1335795529589
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1335795530009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1335795530428
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795533650
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1335795533651
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1335795537256
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1335795541478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795542614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795546131
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795546233
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1335795548687
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335795553882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795558341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795558744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795558757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795559905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795568454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795568838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335795568850
