what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352333647116
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1352333647656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352333649684
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1352333650999
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352333681339
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352333684125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333684621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333684695
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352333684872
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352333687029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333691475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333693598
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352333698703
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352333699655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333700251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333700319
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352333700461
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352333709898
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1352333713701
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1352333714860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333715394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333716195
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1352333716353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352333717822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333720073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333739919
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1352333745534
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1352333748757
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352333750139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333751064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333757084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333905072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333912975
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1352333971147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352333973773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352334127719
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1352334130593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1352334131865
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1352334132308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352334132835
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1352334133057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352334133584
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1352334135078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352334136176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352334140235
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1352334141858
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1352334144117
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1352334144431
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1352334144639
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1352334145016
